id,sepallengthcm,sepalwidthcm,petallengthcm,petalwidthcm,missing_count,missing_ratio,numeric_mean,numeric_std,numeric_sum,numeric_range,numeric_nonzero_count,numeric_positive_count,id_zscore,sepallengthcm_zscore,sepalwidthcm_zscore,petallengthcm_zscore,petalwidthcm_zscore,species_length,species_word_count,species_Iris-setosa,species_Iris-versicolor,species_Iris-virginica
1,5.1,3.5,1.4,0.2,0,0.0,1.5999999999999999,1.9723082923316018,11.2,5.1,5,5,-1.7147973061923394,-0.8976738791967662,1.0286112808972343,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
2,4.9,3.0,1.4,0.2,0,0.0,1.6428571428571428,1.831080867372368,11.5,4.9,5,5,-1.6917798926864018,-1.1392004834649534,-0.12454037930145956,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
3,4.7,3.2,1.3,0.2,0,0.0,1.7714285714285716,1.8750238093726401,12.4,4.7,5,5,-1.6687624791804645,-1.3807270877331415,0.3367202847780184,-1.3934698549528166,-1.3085928194379575,11,1,True,False,False
4,4.6,3.1,1.5,0.2,0,0.0,1.9142857142857141,1.9752034253282802,13.399999999999999,4.6,5,5,-1.645745065674527,-1.501490389867236,0.10608995273827942,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
5,5.0,3.6,1.4,0.2,0,0.0,2.1714285714285713,2.3077509150067055,15.2,5.0,5,5,-1.6227276521685896,-1.0184371813308597,1.2592416129369732,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
6,5.4,3.9,1.7,0.4,0,0.0,2.4857142857142853,2.5874237968995155,17.4,6.0,5,5,-1.599710238662652,-0.5353839727944834,1.9511326090561893,-1.1667665162945495,-1.0465248315665374,11,1,True,False,False
7,4.6,3.4,1.4,0.3,0,0.0,2.3857142857142857,2.7058138464108303,16.7,7.0,5,5,-1.5766928251567147,-1.501490389867236,0.7979809488574954,-1.33679402028825,-1.1775588255022473,11,1,True,False,False
8,5.0,3.4,1.5,0.2,0,0.0,2.5857142857142854,3.0563750704762285,18.099999999999998,8.0,5,5,-1.5536754116507772,-1.0184371813308597,0.7979809488574954,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
9,4.4,2.9,1.4,0.2,0,0.0,2.557142857142857,3.29133060370075,17.9,9.0,5,5,-1.5306579981448398,-1.7430169941354232,-0.35517071134119854,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
10,4.9,3.1,1.5,0.1,0,0.0,2.8000000000000003,3.6742346141747673,19.6,10.0,5,5,-1.5076405846389023,-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,11,1,True,False,False
11,5.4,3.7,1.5,0.2,0,0.0,3.114285714285714,4.046574094806854,21.799999999999997,11.0,5,5,-1.484623171132965,-0.5353839727944834,1.4898719449767124,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
12,4.8,3.4,1.6,0.2,0,0.0,3.142857142857143,4.32159582517737,22.0,12.0,5,5,-1.4616057576270274,-1.259963785599048,0.7979809488574954,-1.2234423509591161,-1.3085928194379575,11,1,True,False,False
13,4.8,3.0,1.4,0.1,0,0.0,3.185714285714286,4.689857343753848,22.3,13.0,5,5,-1.43858834412109,-1.259963785599048,-0.12454037930145956,-1.33679402028825,-1.4396268133736674,11,1,True,False,False
14,4.3,3.0,1.1,0.1,0,0.0,3.214285714285715,5.039652293372553,22.500000000000004,14.0,5,5,-1.4155709306151525,-1.8637802962695178,-0.12454037930145956,-1.5068215242819505,-1.4396268133736674,11,1,True,False,False
15,5.8,4.0,1.2,0.2,0,0.0,3.742857142857143,5.44758574748397,26.2,15.0,5,5,-1.3925535171092152,-0.052330764258108065,2.1817629410959283,-1.4501456896173837,-1.3085928194379575,11,1,True,False,False
16,5.7,4.4,1.5,0.4,0,0.0,4.0,5.7483330917174005,28.0,16.0,5,5,-1.3695361036032776,-0.17309406639220162,3.104284269254884,-1.280118185623683,-1.0465248315665374,11,1,True,False,False
17,5.4,3.9,1.3,0.4,0,0.0,3.9999999999999996,6.099453527434513,27.999999999999996,17.0,5,5,-1.3465186900973403,-0.5353839727944834,1.9511326090561893,-1.3934698549528166,-1.0465248315665374,11,1,True,False,False
18,5.1,3.5,1.4,0.3,0,0.0,4.042857142857143,6.453644227064567,28.3,18.0,5,5,-1.323501276591403,-0.8976738791967662,1.0286112808972343,-1.33679402028825,-1.1775588255022473,11,1,True,False,False
19,5.7,3.8,1.7,0.3,0,0.0,4.357142857142857,6.807069154650221,30.5,19.0,5,5,-1.3004838630854654,-0.17309406639220162,1.7205022770164502,-1.1667665162945495,-1.1775588255022473,11,1,True,False,False
20,5.1,3.8,1.5,0.3,0,0.0,4.385714285714286,7.1664562538325205,30.700000000000003,20.0,5,5,-1.277466449579528,-0.8976738791967662,1.7205022770164502,-1.280118185623683,-1.1775588255022473,11,1,True,False,False
21,5.4,3.4,1.7,0.2,0,0.0,4.528571428571428,7.539830742068923,31.699999999999996,21.0,5,5,-1.2544490360735905,-0.5353839727944834,0.7979809488574954,-1.1667665162945495,-1.3085928194379575,11,1,True,False,False
22,5.1,3.7,1.5,0.4,0,0.0,4.671428571428571,7.888327724284425,32.699999999999996,22.0,5,5,-1.2314316225676532,-0.8976738791967662,1.4898719449767124,-1.280118185623683,-1.0465248315665374,11,1,True,False,False
23,4.6,3.6,1.0,0.2,0,0.0,4.628571428571429,8.308572738586392,32.400000000000006,23.0,5,5,-1.2084142090617156,-1.501490389867236,1.2592416129369732,-1.5634973589465173,-1.3085928194379575,11,1,True,False,False
24,5.1,3.3,1.7,0.5,0,0.0,4.942857142857143,8.612173001602082,34.6,24.0,5,5,-1.1853967955557783,-0.8976738791967662,0.5673506168177563,-1.1667665162945495,-0.9154908376308274,11,1,True,False,False
25,4.8,3.4,1.9,0.2,0,0.0,5.042857142857144,8.992933733930053,35.300000000000004,25.0,5,5,-1.1623793820498407,-1.259963785599048,0.7979809488574954,-1.0534148469654157,-1.3085928194379575,11,1,True,False,False
26,5.0,3.0,1.6,0.2,0,0.0,5.114285714285715,9.39422314890532,35.800000000000004,26.0,5,5,-1.1393619685439034,-1.0184371813308597,-0.12454037930145956,-1.2234423509591161,-1.3085928194379575,11,1,True,False,False
27,5.0,3.4,1.6,0.4,0,0.0,5.3428571428571425,9.73359425612436,37.4,27.0,5,5,-1.1163445550379658,-1.0184371813308597,0.7979809488574954,-1.2234423509591161,-1.0465248315665374,11,1,True,False,False
28,5.2,3.5,1.5,0.2,0,0.0,5.485714285714287,10.123640414302319,38.400000000000006,28.0,5,5,-1.0933271415320285,-0.7769105770626715,1.0286112808972343,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
29,5.2,3.4,1.4,0.2,0,0.0,5.6000000000000005,10.504602166034973,39.2,29.0,5,5,-1.070309728026091,-0.7769105770626715,0.7979809488574954,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
30,4.7,3.2,1.6,0.2,0,0.0,5.671428571428573,10.876383327453768,39.70000000000001,30.0,5,5,-1.0472923145201536,-1.3807270877331415,0.3367202847780184,-1.2234423509591161,-1.3085928194379575,11,1,True,False,False
31,4.8,3.1,1.6,0.2,0,0.0,5.814285714285715,11.251730025708428,40.7,31.0,5,5,-1.024274901014216,-1.259963785599048,0.10608995273827942,-1.2234423509591161,-1.3085928194379575,11,1,True,False,False
32,5.4,3.4,1.5,0.4,0,0.0,6.1,11.594970173887182,42.699999999999996,32.0,5,5,-1.0012574875082787,-0.5353839727944834,0.7979809488574954,-1.280118185623683,-1.0465248315665374,11,1,True,False,False
33,5.2,4.1,1.5,0.1,0,0.0,6.271428571428572,11.970758021906867,43.900000000000006,33.0,5,5,-0.9782400740023413,-0.7769105770626715,2.4123932731356663,-1.280118185623683,-1.4396268133736674,11,1,True,False,False
34,5.5,4.2,1.4,0.2,0,0.0,6.471428571428572,12.333790210327923,45.300000000000004,34.0,5,5,-0.9552226604964038,-0.4146206706603898,2.643023605175406,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
35,4.9,3.1,1.5,0.1,0,0.0,6.371428571428572,12.758750498607387,44.6,35.0,5,5,-0.9322052469904664,-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,11,1,True,False,False
36,5.0,3.2,1.2,0.2,0,0.0,6.514285714285715,13.13816686495603,45.60000000000001,36.0,5,5,-0.9091878334845289,-1.0184371813308597,0.3367202847780184,-1.4501456896173837,-1.3085928194379575,11,1,True,False,False
37,5.5,3.5,1.3,0.2,0,0.0,6.785714285714286,13.483994038788925,47.5,37.0,5,5,-0.8861704199785915,-0.4146206706603898,1.0286112808972343,-1.3934698549528166,-1.3085928194379575,11,1,True,False,False
38,4.9,3.1,1.5,0.1,0,0.0,6.8,13.881642554107206,47.6,38.0,5,5,-0.863153006472654,-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,11,1,True,False,False
39,4.4,3.0,1.3,0.2,0,0.0,6.8428571428571425,14.278872171015134,47.9,39.0,5,5,-0.8401355929667166,-1.7430169941354232,-0.12454037930145956,-1.3934698549528166,-1.3085928194379575,11,1,True,False,False
40,5.1,3.4,1.5,0.2,0,0.0,7.171428571428572,14.60510347854638,50.2,40.0,5,5,-0.8171181794607791,-0.8976738791967662,0.7979809488574954,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
41,5.0,3.5,1.3,0.3,0,0.0,7.299999999999999,14.983324063771699,51.099999999999994,41.0,5,5,-0.7941007659548417,-1.0184371813308597,1.0286112808972343,-1.3934698549528166,-1.1775588255022473,11,1,True,False,False
42,4.5,2.3,1.3,0.3,0,0.0,7.199999999999998,15.429625184473318,50.39999999999999,42.0,5,5,-0.7710833524489042,-1.6222536920013297,-1.7389527035796315,-1.3934698549528166,-1.1775588255022473,11,1,True,False,False
43,4.4,3.2,1.3,0.2,0,0.0,7.442857142857143,15.772112217757133,52.1,43.0,5,5,-0.7480659389429668,-1.7430169941354232,0.3367202847780184,-1.3934698549528166,-1.3085928194379575,11,1,True,False,False
44,5.0,3.5,1.6,0.6,0,0.0,7.814285714285715,16.06615786588158,54.7,44.0,5,5,-0.7250485254370294,-1.0184371813308597,1.0286112808972343,-1.2234423509591161,-0.7844568436951174,11,1,True,False,False
45,5.1,3.8,1.9,0.4,0,0.0,8.028571428571428,16.421603077015583,56.199999999999996,45.0,5,5,-0.7020311119310919,-0.8976738791967662,1.7205022770164502,-1.0534148469654157,-1.0465248315665374,11,1,True,False,False
46,4.8,3.0,1.4,0.3,0,0.0,7.928571428571428,16.882210981356902,55.49999999999999,46.0,5,5,-0.6790136984251545,-1.259963785599048,-0.12454037930145956,-1.33679402028825,-1.1775588255022473,11,1,True,False,False
47,5.1,3.8,1.6,0.2,0,0.0,8.242857142857144,17.206767771515285,57.7,47.0,5,5,-0.655996284919217,-0.8976738791967662,1.7205022770164502,-1.2234423509591161,-1.3085928194379575,11,1,True,False,False
48,4.6,3.2,1.4,0.2,0,0.0,8.200000000000001,17.63859404827947,57.400000000000006,48.0,5,5,-0.6329788714132796,-1.501490389867236,0.3367202847780184,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
49,5.3,3.7,1.5,0.2,0,0.0,8.528571428571428,17.962527131569793,59.7,49.0,5,5,-0.6099614579073421,-0.656147274928578,1.4898719449767124,-1.280118185623683,-1.3085928194379575,11,1,True,False,False
50,5.0,3.3,1.4,0.2,0,0.0,8.557142857142857,18.372611603766547,59.9,50.0,5,5,-0.5869440444014047,-1.0184371813308597,0.5673506168177563,-1.33679402028825,-1.3085928194379575,11,1,True,False,False
51,7.0,3.2,4.7,1.4,0,0.0,9.614285714285716,18.42664995519882,67.30000000000001,51.0,5,5,-0.5639266308954672,1.39682886135102,0.3367202847780184,0.5335085236424564,0.26381510779056255,15,1,False,True,False
52,6.4,3.2,4.5,1.5,0,0.0,9.657142857142857,18.818772289291097,67.6,52.0,5,5,-0.5409092173895299,0.6722490485464565,0.3367202847780184,0.42015685431332256,0.3948491017262727,15,1,False,True,False
53,6.9,3.1,4.9,1.5,0,0.0,9.914285714285715,19.167805349198485,69.4,53.0,5,5,-0.5178918038835925,1.2760655592169263,0.10608995273827942,0.6468601929715901,0.3948491017262727,15,1,False,True,False
54,5.5,2.3,4.0,1.3,0,0.0,9.585714285714285,19.68937349362413,67.1,54.0,5,5,-0.49487439037765496,-0.4146206706603898,-1.7389527035796315,0.1367776809904883,0.13278111385485272,15,1,False,True,False
55,6.5,2.8,4.6,1.5,0,0.0,10.057142857142855,19.96028199056459,70.39999999999999,55.0,5,5,-0.4718569768717175,0.7930123506805501,-0.5858010433809375,0.4768326889778892,0.3948491017262727,15,1,False,True,False
56,5.7,2.8,4.5,1.3,0,0.0,10.042857142857143,20.380779928064346,70.3,56.0,5,5,-0.44883956336578007,-0.17309406639220162,-0.5858010433809375,0.42015685431332256,0.13278111385485272,15,1,False,True,False
57,6.3,3.3,4.7,1.6,0,0.0,10.414285714285713,20.67618828277499,72.89999999999999,57.0,5,5,-0.4258221498598426,0.5514857464123619,0.5673506168177563,0.5335085236424564,0.5258830956619828,15,1,False,True,False
58,4.9,2.4,3.3,1.0,0,0.0,9.942857142857141,21.266707717530167,69.6,58.0,5,5,-0.40280473635390524,-1.1392004834649534,-1.5083223715398926,-0.2599531616614798,-0.2603208679522774,15,1,False,True,False
59,6.6,2.9,4.6,1.3,0,0.0,10.628571428571428,21.467239714327057,74.39999999999999,59.0,5,5,-0.3797873228479678,0.9137756528146436,-0.35517071134119854,0.4768326889778892,0.13278111385485272,15,1,False,True,False
60,5.2,2.7,3.9,1.4,0,0.0,10.457142857142859,21.931853329716358,73.20000000000002,60.0,5,5,-0.35676990934203034,-0.7769105770626715,-0.8164313754206755,0.08010184632592139,0.26381510779056255,15,1,False,True,False
61,5.0,2.0,3.5,1.0,0,0.0,10.357142857142858,22.40668480185152,72.5,61.0,5,5,-0.3337524958360929,-1.0184371813308597,-2.430843699698847,-0.14660149233234598,-0.2603208679522774,15,1,False,True,False
62,5.9,3.0,4.2,1.5,0,0.0,10.942857142857145,22.61812379065788,76.60000000000001,62.0,5,5,-0.31073508233015545,0.06843253787598656,-0.12454037930145956,0.2501293503196221,0.3948491017262727,15,1,False,True,False
63,6.0,2.2,4.0,1.0,0,0.0,10.885714285714286,23.084441266173815,76.2,63.0,5,5,-0.287717668824218,0.1891958400100801,-1.9695830356193693,0.1367776809904883,-0.2603208679522774,15,1,False,True,False
64,6.1,2.9,4.7,1.4,0,0.0,11.3,23.351802214532967,79.10000000000001,64.0,5,5,-0.26470025531828056,0.3099591421441737,-0.35517071134119854,0.5335085236424564,0.26381510779056255,15,1,False,True,False
65,5.6,2.9,3.6,1.3,0,0.0,11.2,23.80945190465333,78.39999999999999,65.0,5,5,-0.24168284181234312,-0.29385736852629624,-0.35517071134119854,-0.08992565766777907,0.13278111385485272,15,1,False,True,False
66,6.7,3.1,4.4,1.4,0,0.0,11.657142857142858,24.085255319583467,81.60000000000001,66.0,5,5,-0.21866542830640567,1.0345389549487383,0.10608995273827942,0.3634810196487559,0.26381510779056255,15,1,False,True,False
67,5.6,3.0,4.5,1.5,0,0.0,11.657142857142857,24.497064935950807,81.6,67.0,5,5,-0.19564801480046826,-0.29385736852629624,-0.12454037930145956,0.42015685431332256,0.3948491017262727,15,1,False,True,False
68,5.8,2.7,4.1,1.0,0,0.0,11.657142857142857,24.938314373861033,81.6,68.0,5,5,-0.1726306012945308,-0.052330764258108065,-0.8164313754206755,0.19345351565505495,-0.2603208679522774,15,1,False,True,False
69,6.2,2.2,4.5,1.5,0,0.0,11.914285714285715,25.275576391148075,83.4,69.0,5,5,-0.14961318778859337,0.43072244427826833,-1.9695830356193693,0.42015685431332256,0.3948491017262727,15,1,False,True,False
70,5.6,2.5,3.9,1.1,0,0.0,11.87142857142857,25.71482803660917,83.1,70.0,5,5,-0.12659577428265592,-0.29385736852629624,-1.2776920395001534,0.08010184632592139,-0.12928687401656722,15,1,False,True,False
71,5.9,3.2,4.8,1.8,0,0.0,12.385714285714286,25.943812915056043,86.7,71.0,5,5,-0.10357836077671848,0.06843253787598656,0.3367202847780184,0.590184358307023,0.7879510835334028,15,1,False,True,False
72,6.1,2.8,4.0,1.3,0,0.0,12.314285714285713,26.411009609089703,86.19999999999999,72.0,5,5,-0.08056094727078104,0.3099591421441737,-0.5858010433809375,0.1367776809904883,0.13278111385485272,15,1,False,True,False
73,6.3,2.5,4.9,1.5,0,0.0,12.6,26.739109932830598,88.2,73.0,5,5,-0.0575435337648436,0.5514857464123619,-1.2776920395001534,0.6468601929715901,0.3948491017262727,15,1,False,True,False
